Status,Agreement,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_12_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_6_TEXT,Q6,Q7,Q8,Q9,Q10,Q11,Q12_496,Q12_497,Q12_498,Q12_499,Q12_500,Q12_501,Q12_502,Q12_502_TEXT,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_7_TEXT,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_14_TEXT,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_7_TEXT,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_12_TEXT,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_14_TEXT,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q25_349,Q25_350,Q25_351,Q25_352,Q25_353,Q25_354,Q25_355,Q25_356,Q25_357,Q25_358,Q25_359,Q25_360,Q25_361,Q25_362,Q25_362_TEXT,Q26_1,Q26_2,Q26_1_TEXT,Q26_2_TEXT,Q27,Q28,Q29
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,A general-purpose IDE,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Checkstyle,Logical defects in code,,,"Whether the variable, constant, method, etc. naming is meaningful",,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,Somewhat dissatisfied,Too many tool features,,,,,,,,,,,,,,,Manually reading through the piece of code using a text editor or a common IDE,,,,,,,,,,,,Provides only basic support for the understanding needs of the reviewer,,Lacks support for code review related activities like change decomposition,,,,,,,,,,,,,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,,,,After committing the changes,,Other (Please specify),When merging a feature branch into develop,"Mostly developing code, but sometimes reviewing code as well",Developing code only,Like somewhat,Dislike somewhat,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is sometimes difficult.,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,A general-purpose IDE,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,"In terms of external tools, we use a few things that plug into github (where we primarily carry out code review):

- Code coverage tools (for various languages) including https://codecov.io/
- Type checking e.g., mypy for Python. This is often a required CI check for my team. 

For more complex changes I usually check out in my IDE of choice (IntelliJ/Pycharm) and debug through various test cases to understand what is going on.",,,,,,,,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,Somewhat satisfied,,,,,,,,,The interface is simple and easy to learn and use,,,,Tool results are readily useful,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,Automatic bug detection that does not require understanding of code,,,Ability of the tool to perform all operations internally and produce a report which can be directly used for decision making,,,,,,,,,,,Lacks support for effective collaboration,Does not produce all the necessary information for decision making,,,,,,Industry,,8,,50 - 249 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,,,After committing the changes,,Other (Please specify),"After unit testing, after committing, before merging into code base","Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,A general-purpose IDE,,,,,,,VS code and atlassian git tools,,Whether the code is indented properly,,,,,,,,,,,,Somewhat dissatisfied,,Inadequate tool features,,,,,,,,,,,,,,Manually reading through the piece of code using a text editor or a common IDE,,,,,,,,,,,,,,,,,,,,,,,,Industry,,1,,>= 250 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",After committing the changes,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,4,,>= 250 employees,>= 250 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,In parallel to developing code,,,,,,,Developing and reviewing code equally,,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,3,,< 50 employees,< 50 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,,,"After the unit tests are completed, before committing the changes",,,,,Developing code only,,Neither like nor dislike,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,An in-house tool built specifically to support code reviewing activities,"An in-house, general-purpose tool which has been tweaked to support code review or contains features that can be used to support code reviewing activities",,,,,Proprietary tools developed in house at company,Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,,,,,,,,Whether the test cases cover all program paths of the code,,,Extremely satisfied,,,,,,,,,The interface is simple and easy to learn and use,Features are very useful,,,Tool results are readily useful,,,Reviewing the code using the tool(s) that I am currently using,,,,,,,Other (Please specify),N / A,,,,,,Lacks support for code review related activities like change decomposition,,,,,,,,,,Industry,,8,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Dislike somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,An in-house tool built specifically to support code reviewing activities,,,,,,4-eye policy tool,,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,Somewhat satisfied,,,,,,,,,The interface is simple and easy to learn and use,,,,Tool results are readily useful,,,I would like to use a better tool than what I am using now,,,,,,,,,,,Produces inaccurate results sometimes,,,,Not able to support different types of inspection processes,,Lacks support for effective collaboration,Does not produce all the necessary information for decision making,,,,,,Industry,,,,>= 250 employees,>= 250 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,,If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,,,,,,Other (Please specify),once a week,Developing code only,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,,,,,,,"After the unit tests are completed, before committing the changes",,Just before releasing the code to the customer,,,Developing code only,Developing code only,Dislike somewhat,Dislike somewhat,Finding time to perform code review is always difficult.,Finding human resources to perform code review is sometimes difficult.,Developers ,,,,,,,,No,,"A separate, dedicated code review team",,,"A management role such as a manager, a team lead or a software architect",,,,,,,Because it is difficult for the developers to find time for reviewing code,,Because context switching for developers is difficult and time-wasting,,Because code reviewing is an important task and should be given its due importance,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,,,>= 250 employees,>= 250 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,,,,,,,After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well","Mostly developing code, but sometimes reviewing code as well",Neither like nor dislike,Dislike somewhat,Finding time to perform code review is always difficult.,Finding human resources to perform code review is sometimes difficult.,,,,,"A management role such as a manager, a team lead or a software architect",,,,No,Developers ,,,,,,,,,,,,,,,,Because dedicating a set of people for code review is impractical in the highly dynamic software industry,,,,,,,Yes,,,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,"GitLab, JUnit, Checkstyle",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,,,,,,,Whether the test cases are defect free,,,,Neither satisfied nor dissatisfied,,,,,,Time-consuming to use,,,,,,,,,,Reviewing the code using the tool(s) that I am currently using,,Code visualization,Automatic bug detection that does not require understanding of code,,,Ability of the tool to perform all operations internally and produce a report which can be directly used for decision making,,,Difficult to learn,,,,,,,,,,,,,,,Industry,,7,,< 50 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,,,,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Like somewhat,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,OSS,3,5,< 50 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,,,,,,"After the unit tests are completed, before committing the changes",After committing the changes,,Other (Please specify),"Our tests run on every commit, so we always review pull requests after tests have run. We generally only review code  when it is ready to merge","Mostly developing code, but sometimes reviewing code as well","Mostly developing code, but sometimes reviewing code as well",Like somewhat,Neither like nor dislike,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is sometimes difficult.,Developers ,,,,,,,,No,Developers ,,,,,,Other (Please specify),Other open source contributors (we work in open source),,,,,,,,,,,,,,Other (Please specify),"The more eyes on the code the smaller the chance of bugs, security flaws and other unwanted changes slipping through",Yes,,,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Github + Travis-CI,,,,,,,,,,,,,,Somewhat satisfied,,Inadequate tool features,,,,,,,The interface is simple and easy to learn and use,Features are very useful,,,,Other (Please specify),"There is no code linting built into github, would be a nice feature to have. A plugin for travis-ci would also be great.",I would like to use a better tool than what I am using now,,,,,,,,,,,,,,,,,,Does not produce all the necessary information for decision making,,,,,,Industry,OSS,3,2,< 50 employees,< 50 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,,Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,,,"After the unit tests are completed, before committing the changes",,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,,,,,,,Whether the code is free of security vulnerabilities,,,,,,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,"Whoever is available, developers or non-developers",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",After committing the changes,Just before releasing the code to the customer,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,"A separate, dedicated code review team",,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,In parallel to developing code,"Once the development is completed, before performing unit tests","After the unit tests are completed, before committing the changes",After committing the changes,,,,"Mostly developing code, but sometimes reviewing code as well",Developing and reviewing code equally,Neither like nor dislike,Neither like nor dislike,Finding time to perform code review is sometimes difficult.,Finding human resources to perform code review is never difficult.,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,Other (Please specify),"Specialists (e.g., security)",Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code and managed a team that performs code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,,,,,In parallel to developing code,"Once the development is completed, before performing unit tests",,,,,,"Mostly developing code, but sometimes reviewing code as well",,Neither like nor dislike,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,"A management role such as a manager, a team lead or a software architect",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"No, I have no experience in code review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,Whether the code is indented properly,Whether the coding conventions are followed,,,,If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,,,,,"Once the development is completed, before performing unit tests",,,,,,Developing code only,,Neither like nor dislike,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry,,6,,< 50 employees,< 50 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,In parallel to developing code,,,After committing the changes,,,,Developing and reviewing code equally,,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Gerrit Code Review ,Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",Whether the company's or project's design practices are followed,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,Whether the code is free of security vulnerabilities,Whether the test cases are defect free,Whether the test cases cover all program paths of the code,,,Somewhat satisfied,,,,,,,,,,,,,,Other (Please specify),Interface is not that user-friendly. ,I would like to use a better tool than what I am using now,,,,,,,,,,,,,,Lacks support for code review related activities like change decomposition,,,,,,,,,,Industry,,3.5,,>= 250 employees,50 - 249 employees,I am extremely confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",,,,,,,,In parallel to developing code,,,,,,,"Mostly reviewing code, but sometimes developing  code as well",,Neither like nor dislike,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,No,,"A separate, dedicated code review team",,,,,,,,,,Because it is difficult for the developers to find time for reviewing code,,Because context switching for developers is difficult and time-wasting,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,In parallel to developing code,,,,,,,Developing code only,,Neither like nor dislike,,Finding time to perform code review is never difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Other (Please specify),Just the ordinary view on PR's in whatever Git vendor we're using,"Bitbucket, Github, Gitlab PR Viewers.",Logical defects in code,Whether the code is indented properly,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,,Whether the code is free of security vulnerabilities,,,,,Somewhat satisfied,,,,,,Time-consuming to use,,,The interface is simple and easy to learn and use,Features are very useful,,,,Other (Please specify),Sometimes can be difficult to code review properly since you're only looking at diffs,I would like to use a better tool than what I am using now,,,,,,,,,,,,Provides only basic support for the understanding needs of the reviewer,Too lightweight/not rigorous enough,Lacks support for code review related activities like change decomposition,,,,Does not produce all the necessary information for decision making,,,Does not make the most effective use of human resources,,,Industry,OSS,1,1,>= 250 employees,>= 250 employees,I am moderately confident on my programming ability.
IP Address,Yes,"Yes, I have reviewed code",Logical defects in code,,Whether the coding conventions are followed,"Whether the variable, constant, method, etc. naming is meaningful",,"Whether the code comments are clear, meaningful and well-placed",If there is a better way of implementing the same functionality/a better design,Whether the functionality specified in requirements is completely covered by the implemented code,,Whether the test cases are defect free,,,,In parallel to developing code,,"After the unit tests are completed, before committing the changes",,,,,"Mostly developing code, but sometimes reviewing code as well",,Like a great deal,,Finding time to perform code review is sometimes difficult.,,Developers ,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"An external, general-purpose tool which contains features that can be used to support code reviewing activities",,,Github,,,Whether the coding conventions are followed,,,,,,,,,,,Neither satisfied nor dissatisfied,,Inadequate tool features,,"Tool results need to be processed manually further, in order to make them useful",,,,,,,,,,,,I would like to use a better tool than what I am using now,,,,,,,,,,,,Provides only basic support for the understanding needs of the reviewer,Too lightweight/not rigorous enough,,Not able to support different types of inspection processes,,,Does not produce all the necessary information for decision making,,,,,,Industry,OSS,5,4,< 50 employees,< 50 employees,I am extremely confident on my programming ability.
